district_id,year,quarter,ph,dissolved_oxygen_mg_l,bod_mg_l,total_coliform_mpn,turbidity_ntu,tds_mg_l
48,2022,4,7.23,6.38,2.17,1087,0.5,271.4
48,2023,1,7.54,2.82,9.04,162,4.04,182.5
48,2023,2,7.56,5.09,2.2,473,4.24,329.0
48,2023,3,7.67,5.0,3.01,125,7.84,294.7
48,2023,4,7.43,2.82,7.21,372,4.53,511.4
49,2019,1,7.07,2.65,2.14,5,8.07,413.0
49,2019,2,7.32,2.72,2.43,170,3.02,189.6
49,2019,3,7.99,5.33,4.75,8,4.04,333.2
49,2019,4,8.08,5.23,5.31,149,2.19,293.8
49,2020,1,7.3,5.32,3.63,111,7.22,263.2
49,2020,2,7.31,5.93,0.5,81,4.39,255.5
49,2020,3,7.75,4.97,1.15,47,2.85,318.0
49,2020,4,7.03,4.71,0.5,1041,1.25,157.7
49,2021,1,7.26,6.37,2.66,214,0.5,224.3
49,2021,2,7.3,5.23,0.8,153,2.9,304.1
49,2021,3,7.14,5.94,5.48,703,3.68,223.6
49,2021,4,7.75,3.66,2.15,778,5.14,305.1
49,2022,1,7.08,6.86,6.71,164,5.93,498.5
49,2022,2,7.91,2.74,1.71,93,2.57,157.6
49,2022,3,7.26,5.23,0.77,1092,5.51,384.3
49,2022,4,7.72,4.55,2.49,93,10.92,216.2
49,2023,1,7.02,5.23,1.89,288,18.98,510.5
49,2023,2,6.77,5.66,0.53,448,6.48,277.0
49,2023,3,7.53,5.04,4.75,353,7.86,275.4
49,2023,4,7.77,6.09,2.39,46,6.17,239.2
50,2019,1,8.29,4.72,0.5,619,4.49,361.8
50,2019,2,7.06,4.53,0.82,182,1.52,315.0
50,2019,3,7.33,4.21,0.86,165,7.7,140.6
50,2019,4,7.44,6.96,1.49,176,4.51,307.7
50,2020,1,7.02,7.67,2.34,58,1.1,334.7
50,2020,2,7.39,5.0,0.5,7,1.52,200.1
50,2020,3,7.74,6.65,1.47,235,9.0,269.3
50,2020,4,7.14,5.12,1.48,67,1.08,262.1
50,2021,1,7.42,3.93,0.54,1202,1.2,280.1
50,2021,2,7.37,4.1,3.93,304,0.5,290.1
50,2021,3,7.39,5.44,1.49,143,11.75,439.1
50,2021,4,7.49,7.78,0.5,91,5.91,232.5
50,2022,1,7.86,4.52,1.92,744,10.91,256.6
50,2022,2,6.79,5.42,2.78,417,8.11,262.5
50,2022,3,8.64,4.46,6.93,43,0.94,314.1
50,2022,4,7.78,6.37,6.2,272,0.5,295.4
50,2023,1,8.21,2.91,3.44,177,4.35,417.0
50,2023,2,7.12,7.08,0.69,423,16.42,203.2
50,2023,3,7.05,4.59,2.23,132,2.01,350.5
50,2023,4,7.42,4.24,2.44,183,0.61,497.9
51,2019,1,6.6,5.32,4.39,1113,1.35,424.4
51,2019,2,6.97,6.22,3.85,703,13.28,333.5
51,2019,3,6.945,3.45,4.32,677,10.7,266.0
51,2019,4,7.67,5.27,2.73,1172,6.71,282.3
51,2020,1,6.88,5.65,6.8,485,3.89,379.0
51,2020,2,6.5,1.0,5.61,720,1.24,350.2
51,2020,3,6.78,5.19,6.91,1216,17.74,316.0
51,2020,4,7.48,4.98,12.41,434,8.38,293.7
51,2021,1,6.82,5.36,4.39,399,16.25,268.2
51,2021,2,6.945,6.26,4.56,144,13.02,324.3
51,2021,3,6.92,5.39,14.19,1085,6.92,259.0
51,2021,4,6.81,5.68,3.44,180,1.51,325.8
51,2022,1,6.98,2.35,16.24,2154,14.17,257.1
51,2022,2,7.02,3.82,4.56,807,10.97,330.7
51,2022,3,6.87,6.36,0.5,255,0.73,318.7
51,2022,4,7.76,7.84,16.88,1153,11.51,230.6
51,2023,1,7.23,2.97,9.57,29,1.88,228.0
51,2023,2,6.73,5.42,5.54,956,15.25,230.5
51,2023,3,7.93,5.3,1.95,1407,3.89,291.8
51,2023,4,7.71,5.55,3.12,844,1.0,282.8
52,2019,1,7.36,4.05,0.52,209,1.28,242.0
52,2019,2,7.09,6.32,0.66,43,5.93,257.0
52,2019,3,7.39,5.64,1.32,12,1.2,318.0
52,2019,4,6.94,3.25,1.0,25,0.84,269.2
52,2020,1,7.98,5.33,0.5,607,4.85,379.0
52,2020,2,7.48,5.48,0.5,417,11.18,348.7
52,2020,3,8.27,5.46,0.97,361,5.7,253.7
52,2020,4,6.98,5.48,1.42,358,7.88,304.7
52,2021,1,7.21,5.0,2.21,784,0.9,248.6
52,2021,2,6.97,6.63,0.5,261,4.66,349.1
52,2021,3,7.34,4.47,6.04,352,1.52,335.2
52,2021,4,7.85,5.22,4.22,216,0.5,439.9
52,2022,1,6.62,5.09,1.59,12,0.69,167.6
52,2022,2,7.3,5.09,0.54,416,8.04,320.9
52,2022,3,7.18,6.12,3.92,112,7.3,355.4
52,2022,4,7.09,4.22,1.32,457,5.25,244.5
52,2023,1,7.79,7.38,4.85,226,8.21,277.3
52,2023,2,6.12,6.68,12.57,46,0.87,278.9
52,2023,3,7.69,4.01,2.69,395,0.5,490.7
52,2023,4,6.84,4.95,1.14,35,1.41,196.9
53,2019,1,7.29,5.16,4.9,542,2.71,271.5
53,2019,2,5.91,4.34,4.85,69,1.84,363.9
53,2019,3,7.29,7.06,1.43,111,11.18,348.2
53,2019,4,6.98,3.75,1.12,52,13.49,415.0
53,2020,1,6.39,5.72,2.01,19,2.44,318.4
53,2020,2,6.23,4.88,0.5,98,2.89,289.1
53,2020,3,6.73,6.6,2.88,208,3.0,451.9
53,2020,4,7.53,4.72,2.53,224,13.08,392.6
53,2021,1,7.1,4.31,4.34,282,5.79,355.9
53,2021,2,6.995,5.72,0.5,479,8.97,274.2
53,2021,3,6.35,3.71,6.02,883,5.68,246.3
53,2021,4,7.01,2.54,1.81,413,3.14,254.9
53,2022,1,7.86,4.78,0.5,65,4.41,367.4
53,2022,2,7.24,3.64,1.88,218,2.36,310.7
53,2022,3,6.77,4.78,4.15,43,0.5,310.8
53,2022,4,8.23,3.17,0.71,99,0.5,281.3
53,2023,1,6.43,5.38,3.05,182,3.13,253.1
53,2023,2,7.28,4.63,4.44,396,1.45,293.6
53,2023,3,6.995,5.04,0.5,69,14.13,338.7
53,2023,4,6.24,5.19,0.82,50,4.42,388.2
54,2019,1,7.27,4.8,3.06,997,7.08,481.4
54,2019,2,6.59,4.65,5.41,281,0.5,152.2
54,2019,3,7.94,7.24,0.5,874,0.79,301.2
54,2019,4,7.07,2.45,4.82,38,0.5,295.2
54,2020,1,8.03,4.65,3.06,140,0.73,305.2
54,2020,2,7.26,5.37,3.19,401,5.74,282.1
54,2020,3,6.29,4.6,0.5,128,4.34,253.7
54,2020,4,6.07,4.12,2.06,1187,17.64,339.4
54,2021,1,7.37,5.08,2.47,93,3.01,247.8
54,2021,2,6.92,3.9,3.86,353,3.8,407.3
54,2021,3,6.22,4.17,3.76,437,4.64,261.2
54,2021,4,7.11,4.58,8.65,348,5.85,259.0
54,2022,1,7.24,5.99,7.96,254,1.56,400.5
54,2022,2,7.07,4.81,2.27,570,6.76,345.0
54,2022,3,7.24,4.09,11.81,261,1.39,401.2
54,2022,4,7.62,4.17,3.44,215,0.67,305.2
54,2023,1,7.36,5.21,3.9,59,0.93,297.1
54,2023,2,6.81,5.08,2.58,273,0.5,455.9
54,2023,3,7.55,3.81,3.63,116,7.29,442.1
54,2023,4,7.14,5.2,1.25,250,1.8,329.2
55,2019,1,6.87,5.04,2.5,165,10.92,412.5
55,2019,2,8.04,4.91,10.09,147,9.52,292.4
55,2019,3,7.2,4.5,4.81,912,3.06,252.6
55,2019,4,6.68,3.99,1.37,1078,4.97,251.4
55,2020,1,7.1,4.82,1.69,1182,1.72,289.1
55,2020,2,7.85,5.71,4.64,55,4.86,212.3
55,2020,3,7.21,4.19,5.46,40,2.29,364.0
55,2020,4,8.1,5.55,2.46,161,12.05,447.2
55,2021,1,7.15,6.51,1.69,679,1.66,169.7
55,2021,2,7.17,3.5,3.25,352,1.23,338.9
55,2021,3,6.9,5.23,0.51,45,3.5,227.7
55,2021,4,7.01,4.57,4.25,87,8.53,415.2
55,2022,1,6.83,5.15,3.24,801,0.5,282.3
55,2022,2,6.61,6.27,10.31,519,3.69,394.9
55,2022,3,6.55,5.39,0.5,204,3.53,341.7
55,2022,4,7.77,8.38,0.75,504,2.49,324.5
55,2023,1,6.54,7.22,1.99,359,4.8,213.4
55,2023,2,7.18,6.48,0.52,101,0.98,354.8
55,2023,3,5.69,3.68,1.61,969,6.59,331.8
55,2023,4,6.56,5.15,0.63,192,2.28,221.6
56,2019,1,6.51,4.7,2.51,246,0.5,387.1
56,2019,2,7.07,4.3,4.0,200,4.22,253.9
56,2019,3,7.82,2.51,1.96,30,0.51,261.0
56,2019,4,7.16,5.73,6.99,75,6.98,304.1
56,2020,1,6.94,5.21,0.5,129,9.29,184.6
56,2020,2,6.57,4.23,3.28,316,6.42,460.4
56,2020,3,7.26,3.89,1.74,563,1.39,202.3
56,2020,4,7.43,6.13,2.68,767,3.67,284.2
56,2021,1,7.06,3.62,2.68,512,0.87,199.5
56,2021,2,7.37,5.98,2.72,9,3.42,284.4
56,2021,3,7.25,5.56,1.86,53,8.99,188.0
56,2021,4,7.19,1.88,6.39,13,3.86,423.1
56,2022,1,6.82,4.63,3.82,272,0.76,355.8
56,2022,2,7.09,8.52,5.06,33,3.97,329.8
56,2022,3,6.65,5.88,8.65,205,3.97,133.4
56,2022,4,7.42,7.49,0.56,197,0.5,130.1
56,2023,1,7.98,4.35,0.5,82,3.35,223.6
56,2023,2,6.67,6.05,2.46,431,3.08,338.4
56,2023,3,8.03,3.32,1.77,59,5.45,408.0
56,2023,4,7.16,3.28,3.48,872,13.83,171.6
57,2019,1,8.07,5.57,1.27,482,6.22,317.0
57,2019,2,7.1899999999999995,4.62,2.59,84,4.65,273.6
57,2019,3,7.16,4.74,0.71,111,5.74,287.6
57,2019,4,6.81,4.89,2.94,7,5.56,357.5
57,2020,1,8.15,5.56,1.41,809,5.91,293.7
57,2020,2,7.18,5.6,0.5,157,0.5,284.2
57,2020,3,7.92,6.34,1.22,570,10.36,532.7
57,2020,4,7.27,3.23,7.19,24,5.33,302.0
57,2021,1,7.97,6.26,4.26,188,10.67,256.1
57,2021,2,7.11,3.18,0.56,109,11.37,371.7
57,2021,3,6.66,4.75,9.29,92,2.87,235.8
57,2021,4,7.1,4.41,0.5,105,14.28,411.8
57,2022,1,7.8,4.47,0.82,106,17.15,321.4
57,2022,2,7.1899999999999995,4.07,1.17,218,0.74,217.9
57,2022,3,7.2,3.22,3.49,129,6.48,343.2
57,2022,4,7.53,4.8,5.82,1182,28.23,354.7
57,2023,1,6.7,3.96,10.87,266,11.02,286.6
57,2023,2,7.41,5.36,2.73,9,4.33,269.0
57,2023,3,6.65,5.96,3.28,136,25.6,308.0
57,2023,4,6.01,4.82,0.5,59,0.92,179.7
58,2019,1,7.03,5.51,3.39,71,7.33,286.8
58,2019,2,7.54,7.47,1.49,545,4.86,185.1
58,2019,3,7.42,5.51,0.92,25,3.32,250.1
58,2019,4,7.48,4.06,2.58,255,1.57,329.1
58,2020,1,6.98,6.61,0.5,480,0.5,283.1
58,2020,2,7.08,6.78,0.76,79,5.09,181.3
58,2020,3,7.84,4.8,1.34,145,4.42,240.8
58,2020,4,7.24,4.06,4.08,47,1.15,302.2
58,2021,1,6.51,6.18,10.54,65,1.82,415.2
58,2021,2,7.02,4.23,6.18,459,2.45,327.7
58,2021,3,6.73,5.5,0.5,112,2.98,201.3
58,2021,4,7.03,6.19,0.5,627,0.52,415.9
58,2022,1,6.71,4.06,0.5,239,1.27,373.7
58,2022,2,6.97,4.34,2.33,54,13.02,154.2
58,2022,3,7.49,5.33,0.85,168,7.57,378.2
58,2022,4,6.77,6.76,0.5,650,7.08,342.3
58,2023,1,6.81,5.57,0.91,657,2.03,167.7
58,2023,2,7.28,5.61,0.58,63,0.64,225.0
58,2023,3,6.71,4.86,20.16,885,22.83,296.0
58,2023,4,7.2,7.8,0.67,187,7.73,259.8
59,2019,1,8.25,4.24,1.34,83,2.74,313.7
59,2019,2,7.49,6.75,3.55,366,1.22,267.0
59,2019,3,7.05,2.32,0.59,87,0.53,252.4
59,2019,4,7.24,3.78,1.91,95,1.02,263.9
59,2020,1,7.41,4.9,0.68,235,4.67,271.6
59,2020,2,6.79,5.51,1.89,78,7.4,255.0
59,2020,3,7.54,5.54,0.5,587,10.83,448.5
59,2020,4,7.23,6.25,0.5,40,2.16,313.3
59,2021,1,6.05,6.43,3.32,377,2.37,246.9
59,2021,2,6.92,2.71,4.98,46,1.07,320.6
59,2021,3,7.72,4.59,0.5,117,0.8,319.1
59,2021,4,6.69,5.66,0.5,375,1.33,271.6
59,2022,1,7.53,3.47,2.6,433,13.78,290.9
59,2022,2,6.81,3.92,1.11,244,4.66,387.0
59,2022,3,7.22,5.72,4.42,113,2.2,339.8
59,2022,4,7.3,3.11,1.44,293,7.06,405.0
59,2023,1,7.51,4.01,1.08,51,14.36,303.2
59,2023,2,6.96,6.16,8.76,107,2.22,401.4
59,2023,3,6.75,3.75,4.2,47,1.83,353.4
59,2023,4,6.81,6.01,1.44,350,0.7,486.3
60,2019,1,7.31,3.86,1.43,365,17.32,332.1
60,2019,2,7.2,2.56,1.2,1136,11.23,236.6
60,2019,3,6.81,5.33,6.59,122,3.56,328.1
60,2019,4,7.85,4.66,4.49,163,1.98,247.0
60,2020,1,7.87,2.12,3.16,40,1.83,375.2
60,2020,2,7.89,5.06,2.84,67,4.04,254.1
60,2020,3,5.9,4.66,0.5,565,0.58,357.2
60,2020,4,7.23,3.72,4.71,289,4.98,254.1
60,2021,1,7.01,3.75,3.9,78,7.18,294.3
60,2021,2,6.73,4.66,2.53,27,3.04,215.6
60,2021,3,6.78,6.07,2.59,7,1.28,315.5
60,2021,4,7.1,3.75,2.1,182,8.96,368.5
60,2022,1,8.03,5.54,0.82,178,3.86,338.2
60,2022,2,7.29,4.66,0.63,205,0.5,236.2
60,2022,3,7.58,5.51,5.35,399,0.5,310.3
60,2022,4,7.41,7.46,0.98,9,0.89,262.3
60,2023,1,7.47,3.88,3.44,412,0.5,273.4
60,2023,2,6.23,5.59,0.53,189,4.02,214.7
60,2023,3,7.32,5.65,0.5,242,2.68,307.9
60,2023,4,8.28,4.63,11.57,180,10.41,391.8
61,2019,1,6.84,6.68,13.95,136,13.03,432.0
61,2019,2,6.81,3.42,1.11,164,4.38,389.4
61,2019,3,7.73,5.68,1.66,16,4.92,515.5
61,2019,4,7.08,7.58,3.16,1497,12.07,531.9
61,2020,1,5.75,5.2,2.71,2241,2.01,373.8
61,2020,2,7.77,5.34,6.39,885,4.29,434.4
61,2020,3,6.64,5.08,0.5,584,6.24,465.2
61,2020,4,8.17,5.95,3.04,1675,4.1,550.1
61,2021,1,7.44,5.88,1.3,1146,3.04,501.7
61,2021,2,7.07,2.27,3.69,209,21.18,431.0
61,2021,3,6.73,5.19,1.03,2900,1.08,485.8
61,2021,4,7.56,5.21,4.19,1401,6.94,585.4
61,2022,1,7.87,3.77,1.66,401,11.73,535.6
61,2022,2,8.03,4.77,0.95,182,6.15,648.7
61,2022,3,6.8,5.69,6.63,1171,9.69,453.2
61,2022,4,7.61,4.88,0.5,575,30.86,307.3
61,2023,1,6.61,6.52,5.49,613,17.86,466.2
61,2023,2,6.96,2.89,3.04,667,2.85,434.1
61,2023,3,6.82,3.23,3.59,588,2.25,402.3
61,2023,4,7.62,4.3,14.3,1264,0.57,389.1
62,2019,1,8.06,4.765000000000001,4.56,648,3.34,394.6
62,2019,2,7.47,3.57,0.75,172,4.39,630.0
62,2019,3,6.19,5.66,0.62,684,4.52,504.7
62,2019,4,7.0,3.45,0.5,70,1.76,501.9
62,2020,1,7.53,5.6,0.5,72,3.15,452.8
62,2020,2,7.57,4.56,0.89,380,2.89,366.2
62,2020,3,7.12,6.19,6.88,43,4.53,392.1
62,2020,4,6.93,4.765000000000001,0.95,807,4.83,377.2
62,2021,1,7.44,4.765000000000001,8.08,333,0.79,474.5
62,2021,2,7.43,3.63,2.96,166,1.55,540.4
62,2021,3,6.84,5.32,9.13,166,2.0,476.0
62,2021,4,7.18,3.48,4.64,5,6.55,346.8
62,2022,1,7.42,4.69,2.94,793,3.98,403.5
62,2022,2,6.98,4.765000000000001,5.1,344,14.77,531.5
62,2022,3,7.58,4.84,1.22,22,0.6,372.8
62,2022,4,6.73,4.26,2.17,39,2.01,486.9
62,2023,1,7.83,6.38,1.7,165,2.1,533.4
62,2023,2,7.4,5.04,0.5,467,2.86,435.0
62,2023,3,7.48,6.17,3.27,730,2.58,465.6
62,2023,4,7.17,1.7,0.54,268,13.78,438.0
63,2019,1,7.44,6.23,1.54,96,33.41,483.3
63,2019,2,6.17,5.66,6.41,280,35.46,475.8
63,2019,3,6.67,3.92,1.09,88,0.78,369.2
63,2019,4,6.6,4.09,8.01,117,3.59,472.3
63,2020,1,7.09,2.71,4.95,104,7.35,588.9
63,2020,2,7.24,6.32,3.78,226,14.33,485.9
63,2020,3,7.5,6.33,5.25,5,0.76,466.0
63,2020,4,7.09,3.77,1.72,256,2.85,425.9
63,2021,1,6.85,6.68,7.8,150,10.19,333.1
63,2021,2,6.91,4.57,0.5,1310,2.81,364.2
63,2021,3,7.88,4.43,1.01,693,14.48,424.4
63,2021,4,6.81,6.99,1.89,7,10.99,375.8
63,2022,1,7.09,4.78,1.97,201,7.49,457.1
63,2022,2,7.01,5.84,4.02,76,10.86,529.7
63,2022,3,7.15,5.78,1.99,513,3.93,489.7
63,2022,4,7.9,6.73,6.57,384,3.89,356.8
63,2023,1,7.84,3.75,6.52,239,7.09,420.1
63,2023,2,7.26,4.61,9.57,231,5.92,450.5
63,2023,3,6.95,5.57,1.22,724,8.97,543.0
63,2023,4,7.09,5.24,0.5,239,6.57,258.0
64,2019,1,7.46,4.47,1.97,695,1.89,417.5
64,2019,2,6.99,4.77,0.9,806,4.62,344.2
64,2019,3,7.07,4.71,0.5,27,2.17,537.0
64,2019,4,7.44,5.37,0.59,245,2.48,515.0
64,2020,1,7.55,4.1,3.22,305,4.63,508.3
64,2020,2,7.61,6.99,0.5,156,1.36,545.3
64,2020,3,7.32,5.5,1.47,38,9.59,423.2
64,2020,4,7.38,5.6,4.17,531,6.27,426.0
64,2021,1,7.91,4.63,6.33,388,3.18,494.1
64,2021,2,7.42,6.38,2.35,314,11.95,465.9
64,2021,3,6.75,4.97,13.05,394,0.5,397.3
64,2021,4,7.22,3.66,5.22,263,2.75,341.4
64,2022,1,7.06,5.27,2.05,128,1.14,456.6
64,2022,2,7.38,2.46,2.0,1072,0.5,538.8
64,2022,3,7.22,3.8,1.05,244,2.48,576.1
64,2022,4,6.86,4.79,0.5,136,6.61,410.6
64,2023,1,7.16,1.97,4.51,370,1.97,513.2
64,2023,2,6.59,5.0,1.84,52,0.92,431.5
64,2023,3,6.48,4.79,4.24,10,3.29,461.2
64,2023,4,8.08,5.79,3.54,977,1.99,353.4
65,2019,1,7.27,4.11,1.84,409,3.2,503.2
65,2019,2,7.04,6.03,1.87,636,16.92,471.2
65,2019,3,6.98,4.04,0.78,209,4.5,369.1
65,2019,4,7.32,5.29,3.46,110,0.5,393.2
65,2020,1,7.03,6.94,1.99,483,0.63,588.2
65,2020,2,7.09,5.95,4.41,113,5.53,484.9
65,2020,3,6.58,5.71,0.5,315,1.31,393.1
65,2020,4,7.14,5.13,9.08,108,0.72,491.1
65,2021,1,7.81,6.37,1.88,536,8.48,436.9
65,2021,2,6.94,4.79,2.55,224,0.92,461.0
65,2021,3,7.42,6.43,0.5,0,4.02,364.7
65,2021,4,7.03,5.29,2.14,291,0.5,374.2
65,2022,1,7.77,6.95,0.81,369,3.31,485.7
65,2022,2,7.13,4.1,2.38,1,8.19,490.4
65,2022,3,7.48,4.67,0.5,191,9.87,451.6
65,2022,4,7.66,6.44,0.77,471,10.52,445.4
65,2023,1,7.34,3.99,0.5,768,7.57,349.0
65,2023,2,7.44,4.25,2.9,31,0.5,396.6
65,2023,3,7.71,4.52,16.86,717,1.25,495.0
65,2023,4,7.28,5.64,0.5,647,4.69,482.1
66,2019,1,8.06,5.8,2.48,1367,3.46,404.3
66,2019,2,7.46,4.72,0.5,71,4.98,483.9
66,2019,3,6.63,5.17,5.45,527,2.12,417.4
66,2019,4,7.22,5.16,0.5,56,1.49,281.6
66,2020,1,7.22,5.97,3.82,427,0.89,483.3
66,2020,2,7.16,5.16,0.5,26,11.09,521.8
66,2020,3,6.51,5.31,5.25,207,1.73,403.6
66,2020,4,6.93,5.46,1.01,949,7.43,574.3
66,2021,1,7.46,5.84,7.82,356,2.52,377.2
66,2021,2,6.94,4.46,4.1,404,4.98,455.8
66,2021,3,7.43,7.11,2.3,500,7.58,496.5
66,2021,4,6.76,4.68,0.62,331,3.84,351.1
66,2022,1,7.72,3.25,0.98,915,3.14,390.5
66,2022,2,7.15,4.14,0.5,252,5.53,587.1
66,2022,3,7.38,3.25,7.55,107,10.09,396.8
66,2022,4,7.14,5.82,1.64,123,1.54,324.9
66,2023,1,7.67,3.54,2.3,190,1.07,475.3
66,2023,2,7.49,3.15,0.82,5,6.73,392.0
66,2023,3,7.08,6.36,7.57,264,2.56,406.0
66,2023,4,7.11,5.04,3.69,203,3.91,577.6
67,2019,1,7.48,3.88,1.99,414,4.32,478.1
67,2019,2,7.43,5.14,8.87,179,4.72,441.9
67,2019,3,6.79,3.51,4.48,128,6.95,332.2
67,2019,4,7.94,3.13,1.56,870,1.55,537.1
67,2020,1,7.05,6.09,2.21,191,2.69,331.6
67,2020,2,6.67,5.2,1.56,67,1.22,493.1
67,2020,3,7.18,3.06,1.32,8,3.41,483.4
67,2020,4,7.84,5.57,0.55,117,0.5,456.7
67,2021,1,7.85,4.94,3.53,7,8.59,425.7
67,2021,2,7.06,6.3,7.54,116,4.04,364.8
67,2021,3,5.97,3.53,0.94,95,2.31,467.8
67,2021,4,7.76,4.95,8.9,234,0.63,436.9
67,2022,1,7.89,5.08,1.53,225,2.09,473.9
67,2022,2,6.31,3.95,0.5,46,2.2,423.1
67,2022,3,7.35,4.37,1.18,60,6.44,298.1
67,2022,4,7.27,3.73,2.02,954,4.81,492.2
67,2023,1,7.13,5.06,0.5,32,0.97,454.4
67,2023,2,7.35,5.93,1.52,294,1.1,392.2
67,2023,3,8.34,7.21,0.85,94,7.58,539.8
67,2023,4,7.84,7.36,6.21,100,1.2,248.1
68,2019,1,7.1,4.12,1.5,259,3.81,355.1
68,2019,2,7.02,5.79,0.8,626,0.63,391.1
68,2019,3,7.05,5.73,1.325,916,5.56,483.2
68,2019,4,7.8,5.98,3.43,323,6.66,399.5
68,2020,1,7.25,4.25,0.58,107,7.04,528.8
68,2020,2,6.82,5.68,2.89,249,6.21,506.8
68,2020,3,6.7,4.12,1.15,170,0.83,477.2
68,2020,4,7.44,4.955,0.64,481,4.49,467.9
68,2021,1,7.45,3.78,1.88,157,2.05,476.1
68,2021,2,6.81,4.32,5.93,146,1.89,428.5
68,2021,3,6.91,4.64,0.5,199,12.23,458.4
68,2021,4,6.98,5.35,4.64,842,18.33,490.4
68,2022,1,7.09,4.955,0.55,14,4.58,364.2
68,2022,2,7.11,3.28,0.5,80,1.93,422.6
68,2022,3,6.37,7.43,1.325,210,11.53,443.3
68,2022,4,6.92,2.73,2.36,95,6.12,520.1
68,2023,1,7.75,5.67,0.55,719,2.76,421.5
68,2023,2,8.92,3.66,5.46,170,3.49,318.1
68,2023,3,6.1,5.59,1.13,167,9.15,411.0
68,2023,4,7.35,5.27,2.14,482,0.5,406.5
69,2019,1,7.8,3.78,0.5,234,4.09,551.9
69,2019,2,7.59,4.16,0.5,142,2.46,461.6
69,2019,3,7.51,4.23,0.5,1570,2.33,507.5
69,2019,4,7.53,5.28,3.47,674,8.26,460.9
69,2020,1,7.42,6.4,5.44,994,7.87,410.9
69,2020,2,8.1,3.07,2.4,1561,23.15,481.4
69,2020,3,6.99,5.53,0.96,29,3.17,464.8
69,2020,4,7.58,6.17,2.1,43,1.34,542.6
69,2021,1,7.53,5.84,4.03,1019,0.6,514.4
69,2021,2,7.18,2.99,1.1,751,0.56,401.9
69,2021,3,6.89,3.4,3.42,116,9.55,610.0
69,2021,4,7.64,5.09,2.06,1062,3.32,511.1
69,2022,1,8.35,6.03,2.32,511,2.13,489.1
69,2022,2,6.6,5.29,1.48,290,0.63,590.8
69,2022,3,6.33,4.77,2.02,452,4.41,443.5
69,2022,4,8.13,6.08,3.62,621,1.86,583.4
69,2023,1,7.53,4.88,0.94,82,1.81,457.4
69,2023,2,7.61,6.66,2.38,279,1.24,444.0
69,2023,3,7.53,3.25,0.5,229,3.04,541.5
69,2023,4,7.04,5.92,2.06,48,7.07,433.6
70,2019,1,6.66,3.29,8.67,96,1.29,442.4
70,2019,2,6.19,4.38,1.15,392,4.88,400.0
70,2019,3,7.64,3.91,0.5,600,3.84,424.1
70,2019,4,6.43,2.84,3.31,105,4.58,529.7
70,2020,1,8.32,5.03,3.31,204,2.41,364.5
70,2020,2,7.42,5.86,0.5,490,0.5,433.7
70,2020,3,7.66,3.16,6.28,386,9.27,413.8
70,2020,4,7.01,5.2,4.77,105,0.76,448.8
70,2021,1,7.8,6.63,3.43,977,4.46,541.2
70,2021,2,7.01,5.08,5.5,97,1.23,330.3
70,2021,3,8.14,5.3,6.95,109,3.76,338.0
70,2021,4,6.51,6.71,3.97,638,0.5,385.5
70,2022,1,7.01,5.95,1.08,365,3.88,529.7
70,2022,2,6.53,3.57,1.44,212,5.73,390.7
70,2022,3,7.18,4.18,1.09,585,1.26,485.8
70,2022,4,8.05,6.17,6.1,755,8.79,477.6
70,2023,1,6.83,6.06,2.09,54,9.65,388.7
70,2023,2,7.77,4.04,1.68,13,7.66,513.6
70,2023,3,6.63,5.41,3.32,1267,0.5,397.6
70,2023,4,6.14,4.87,2.48,39,0.5,525.1
71,2019,1,7.45,6.01,3.07,1149,5.71,331.9
71,2019,2,7.04,7.65,7.47,717,16.06,214.2
71,2019,3,7.02,6.39,1.1,91,0.85,327.9
71,2019,4,6.92,6.44,8.23,1596,1.69,315.5
71,2020,1,7.21,6.95,3.2,440,3.93,304.4
71,2020,2,7.4,6.89,7.06,603,1.06,511.7
71,2020,3,6.95,6.51,1.48,45,9.8,192.1
71,2020,4,6.96,6.98,5.67,96,0.5,344.4
71,2021,1,7.45,8.42,3.07,1230,3.9,293.8
71,2021,2,6.63,5.24,7.61,146,10.91,197.5
71,2021,3,7.63,8.66,0.5,400,14.57,330.4
71,2021,4,7.54,7.07,3.69,579,17.73,271.6
71,2022,1,7.21,4.21,1.68,1731,0.87,559.4
71,2022,2,7.22,8.11,2.84,881,5.84,322.2
71,2022,3,6.37,6.89,0.89,2031,8.2,395.8
71,2022,4,6.34,7.61,1.47,1387,31.03,223.0
71,2023,1,6.11,4.53,3.71,351,20.95,125.6
71,2023,2,7.39,7.84,7.59,2197,19.75,320.6
71,2023,3,7.89,2.57,0.62,83,5.73,327.4
71,2023,4,7.68,5.18,0.63,133,3.36,223.1
72,2019,1,6.92,4.05,2.67,38,8.19,411.1
72,2019,2,7.95,5.84,4.66,168,2.89,146.9
72,2019,3,6.38,6.53,15.6,18,0.59,354.7
72,2019,4,7.88,7.2,3.37,64,0.65,311.6
72,2020,1,7.46,6.54,7.16,240,3.11,419.1
72,2020,2,6.52,7.9,3.83,150,2.51,227.9
72,2020,3,7.33,6.38,2.65,291,2.93,164.4
72,2020,4,7.73,6.38,6.4,710,0.5,421.8
72,2021,1,6.99,6.52,4.2,334,9.68,311.1
72,2021,2,7.1,6.88,0.5,318,6.58,342.5
72,2021,3,7.39,4.79,4.6,6,2.96,316.6
72,2021,4,7.56,5.9,1.29,150,2.86,364.8
72,2022,1,7.82,8.19,0.5,171,5.87,222.2
